Family,Genus,Species,verbatimSpecies,WS_L_Fem,WS_U_Fem,WS_L_Mal,WS_U_Mal,WS_L,WS_U,FW_L_Fem,FW_U_Fem,FW_L_Mal,FW_U_Mal,FW_L,FW_U,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,FlightDuration,DiapauseStage,Voltinism,OvipositionStyle,CanopyAffinity,EdgeAffinity,MoistureAffinity,DisturbanceAffinity,NumberOfHostplantFamilies,SoleHostplantFamily,PrimaryHostplantFamily,SecondaryHostplantFamily,EqualHostplantFamily,NumberOfHostplantAccounts,DateCreated
Lycaenidae,Anthene,Anthene ligures,Anthene ligures,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,1,10,NA,NA,NA,Closed canopy (+edge),Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),1,Cannabaceae,,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene lindae,Anthene lindae,NA,2.2,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,0,3,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene liodes,Anthene liodes,NA,2.6,NA,2.5,NA,2.8,NA,NA,NA,NA,NA,1.3,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Canopy generalist,Edge-associated (weak),Moisture association varies,Disturbance-associated (strong),4,,Sapindaceae,,,2,3/9/2022 15:23
Lycaenidae,Anthene,Anthene livida,Anthene livida,NA,2.6,NA,2.6,2.5,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,S,Mixed canopy (closed affinity),Edge-associated (weak),Xeric-associated (strong),NA,1,Crassulaceae,,,,5,3/9/2022 15:23
Lycaenidae,Anthene,Anthene lunulata,Anthene lunulata,NA,NA,NA,2.8,NA,3.2,NA,NA,NA,NA,NA,1.5,1,1,1,1,1,0,1,0,1,1,1,1,10,NA,NA,S,Canopy generalist,Edge-avoidant (strong),Xeric-associated (strong),Disturbance-associated (strong),2,,Fabaceae,Combretaceae,,4,3/9/2022 15:23
Lycaenidae,Anthene,Anthene lycaenina,Anthene lycaenina,NA,NA,NA,NA,2.35,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,Canopy generalist,NA,NA,Disturbance-associated (strong),4,,Fabaceae,,,4,3/9/2022 15:23
Lycaenidae,Anthene,Anthene lycaenoides,Anthene lycaenoides,NA,2.3,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,3,NA,M,S,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),Disturbance-associated (strong),7,,Fabaceae,,,4,3/9/2022 15:23
Lycaenidae,Anthene,Anthene merioli,Anthene merioli,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,1,1,6,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene millari,Anthene millari,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,1,1,4,NA,NA,NA,Mixed canopy,Edge-avoidant (strong),Xeric-associated (weak),NA,1,Crassulaceae,,,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene minima,Anthene minima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene montana,Anthene montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,Closed canopy,NA,NA,NA,1,Iteaceae,,,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene mpanda,Anthene mpanda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene nigropunctata,Anthene nigropunctata,NA,2.6,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,0,0,1,1,1,5,NA,NA,NA,Canopy generalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene obscura,Anthene obscura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene ochreofascia,Anthene ochreofascia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene opalina,Anthene opalina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,2,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene otacilia,Anthene otacilia,NA,2.4,NA,2.3,2,2.2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,1,1,1,1,9,L,NA,S,Mixed canopy (open affinity),Edge-avoidant (strong),Moisture association varies,NA,1,Fabaceae,,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene paraffinis,Anthene paraffinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canopy generalist,No evidence for edge associations,No evidence for moisture association,Disturbance-associated (strong),5,,Fabaceae,,,2,3/9/2022 15:23
Lycaenidae,Anthene,Anthene perspicua,Anthene perspicua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene pitmani,Anthene pitmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,S,Mixed canopy (open affinity),Edge-avoidant (strong),Moisture association varies,Disturbance-associated (strong),1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene preussi,Anthene preussi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene princeps,Anthene princeps,NA,2.7,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.3,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Canopy generalist,Edge-avoidant (weak),Moisture association varies,Disturbance-associated (strong),1,Fabaceae,,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene pungusei,Anthene pungusei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,Closed canopy,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene quadricaudata,Anthene quadricaudata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene rhodesiana,Anthene rhodesiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,1,0,4,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene robertsi,Anthene robertsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene rubricinctus,Anthene rubricinctus,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,1.4,1,0,0,0,1,0,0,0,1,0,0,0,3,NA,NA,NA,Mixed canopy (closed affinity),No evidence for edge associations,Mesic-associated (strong),NA,1,Fabaceae,,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene rubrimaculata,Anthene rubrimaculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,1,0,4,NA,NA,NA,Closed canopy,No evidence for edge associations,No evidence for moisture association,Disturbance-associated (strong),2,,Dichapetalaceae,Phyllanthaceae,,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene seltuttus,Anthene seltuttus,NA,2.3,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,Mixed canopy (closed affinity),NA,Mesic-associated (strong),Disturbance-associated (strong),7,,Fabaceae,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene starki,Anthene starki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1,0,0,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,Canopy generalist,Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene suquala,Anthene suquala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene sylvanus,Anthene sylvanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,Canopy generalist,Seen near and away from edges,Xeric-associated (weak),Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene talboti,Anthene talboti,NA,2.4,NA,2.2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,1,1,1,8,NA,NA,S,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,1,Fabaceae,,,,3,3/9/2022 15:23
Lycaenidae,Anthene,Anthene ukerewensis,Anthene ukerewensis,NA,NA,NA,NA,2.2,2.5,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,Closed canopy,Edge-associated (strong),Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene usamba,Anthene usamba,NA,NA,NA,NA,2.5,3.2,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,12,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,1,Fabaceae,,,,2,3/9/2022 15:23
Lycaenidae,Anthene,Anthene uzungwae,Anthene uzungwae,1.4,1.6,1.4,1.63,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,2,NA,NA,NA,Closed canopy,Edge-associated (strong),NA,NA,2,,Francoaceae,Iteaceae,Yes,1,3/9/2022 15:23
Lycaenidae,Anthene,Anthene vorgasi,Anthene vorgasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene warrengashi,Anthene warrengashi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,Disturbance-associated (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene wilsoni,Anthene wilsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,0,0,1,0,0,0,0,0,0,0,0,2,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (weak),NA,1,Fabaceae,,,,2,3/9/2022 15:23
Lycaenidae,Anthene,Anthene yevui,Anthene yevui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Anthene,Anthene ysobelae,Anthene ysobelae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,0,2,NA,NA,NA,Canopy generalist,No evidence for edge associations,No evidence for moisture association,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Antigius,Antigius attilia,Antigius attilia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,2,E,U,S,Edge associated,Edge-associated (strong),NA,NA,1,Fagaceae,,,,2,3/9/2022 15:23
Lycaenidae,Antigius,Antigius butleri,Antigius butleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,1,0,0,0,0,3,E,U,S,NA,NA,NA,NA,1,Fagaceae,,,,1,3/9/2022 15:23
Lycaenidae,Antigius,Antigius cheni,Antigius cheni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Fagaceae,,,,1,3/9/2022 15:23
Lycaenidae,Antigius,Antigius shizuyai,Antigius shizuyai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (closed affinity),NA,NA,NA,1,Fagaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus abriana,Aphnaeus abriana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus adamsi,Aphnaeus adamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus affinis,Aphnaeus affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,Mesic-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus argyrocyclus,Aphnaeus argyrocyclus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed canopy,NA,NA,NA,1,Euphorbiaceae,,,,2,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus asterius,Aphnaeus asterius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,Closed canopy,No evidence for edge associations,No evidence for moisture association,Disturbance-avoidant (strong),NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus boormani,Aphnaeus boormani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus brahami,Aphnaeus brahami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1,0,0,1,0,1,0,0,0,1,1,1,6,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (weak),Xeric-associated (strong),NA,1,Fabaceae,,,,2,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus cameruna,Aphnaeus cameruna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus chapini,Aphnaeus chapini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1,0,3,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus charboneli,Aphnaeus charboneli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.9,0,0,0,0,0,1,0,0,0,0,0,1,2,NA,NA,NA,Canopy generalist,Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus curlei,Aphnaeus curlei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus ebogo,Aphnaeus ebogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus erikssoni,Aphnaeus erikssoni,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,4,NA,NA,NA,Mixed canopy (open affinity),No evidence for edge associations,Mesic-associated (strong),NA,1,Convolvulaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus flavescens,Aphnaeus flavescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,0,0,0,5,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus gilloni,Aphnaeus gilloni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1,1,0,0,0,0,0,0,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus herbuloti,Aphnaeus herbuloti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,1,1,0,0,0,4,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus hutchinsonii,Aphnaeus hutchinsonii,NA,NA,NA,3.2,3,4.3,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,4,L,NA,S,Mixed canopy (open affinity),Edge-avoidant (strong),Moisture association varies,NA,3,,Fabaceae,,,4,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus jacksoni,Aphnaeus jacksoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,0,0,3,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus jefferyi,Aphnaeus jefferyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,2,NA,NA,NA,Mixed canopy (closed affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus kiellandi,Aphnaeus kiellandi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus liberti,Aphnaeus liberti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus marci,Aphnaeus marci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus marshalli,Aphnaeus marshalli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,3,NA,NA,NA,Mixed canopy (open affinity),NA,NA,NA,1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus mashunae,Aphnaeus mashunae,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,1,1,5,NA,NA,NA,NA,NA,Mesic-associated (strong),NA,1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus mashunae,Aphnaeus erikssoni,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,4,NA,NA,NA,Mixed canopy (open affinity),No evidence for edge associations,Mesic-associated (strong),NA,1,Convolvulaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus mirabilis,Aphnaeus mirabilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus neavei,Aphnaeus neavei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus nimbaensis,Aphnaeus nimbaensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,Closed canopy,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus nyanzae,Aphnaeus nyanzae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus orcas,Aphnaeus orcas,NA,NA,NA,NA,3,3.8,NA,NA,NA,NA,NA,1.7,1,0,0,0,0,0,0,0,1,1,1,0,4,NA,NA,NA,Mixed canopy,Edge-associated (strong),Mesic-associated (strong),NA,9,,,,,3,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus questiauxi,Aphnaeus questiauxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,Fabaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus rex,Aphnaeus rex,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,1,0,2,NA,NA,S,NA,NA,NA,NA,2,,Fabaceae,Convolvulaceae,,3,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus rex,Aphnaeus erikssoni,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,1,1,4,NA,NA,NA,Mixed canopy (open affinity),No evidence for edge associations,Mesic-associated (strong),NA,1,Convolvulaceae,,,,1,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus safiani,Aphnaeus safiani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus suk,Aphnaeus suk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus williamsi,Aphnaeus williamsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,Mixed canopy (open affinity),Seen near and away from edges,Xeric-associated (strong),NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Aphnaeus,Aphnaeus zanzibarensis,Aphnaeus zanzibarensis,NA,NA,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,1,0,0,3,NA,NA,S,Mixed canopy (open affinity),Edge-avoidant (strong),Xeric-associated (strong),Disturbance-associated (strong),2,,Fabaceae,Loranthaceae,,2,3/9/2022 15:23
Lycaenidae,Apporasa,Apporasa atkinsoni,Apporasa atkinsoni,NA,NA,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
Lycaenidae,Apuecla,Apuecla picus,Apuecla picus,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/9/2022 15:23
